hospital,emergency_cases,avg_stay,avg_cost
"Park and Willis Joseph,",2,25.0,26831.00
"Frye and Allen, Miller",2,21.0,44088.00
Moore-Rodriguez,2,13.0,10417.00
Freeman-Price,2,18.0,14541.00
"Ltd Hughes",2,18.5,15101.00
Jennings-Smith,2,9.0,27362.00
"Ltd Romero",2,19.5,21998.00
"Serrano and Sons",2,15.5,22172.00
"Group Cannon",2,14.5,33892.50
Crawford-Harper,2,25.0,18354.00
Griffin-Flores,2,18.0,18073.50
Barron-Jarvis,2,27.0,44606.00
Pearson-Adams,2,26.0,23969.00
King-Wilson,2,9.5,21643.00
Hickman-Clark,2,19.0,20904.00
"Irwin PLC",2,7.0,46893.00
"Chavez PLC",2,19.5,19751.00
Figueroa-Johnson,2,14.0,8800.50
"Sons and Taylor",2,23.0,33867.00
"Morgan PLC",2,12.0,2260.50
"Lewis and Andrews, Tucker",2,25.0,17248.00
Hamilton-Weber,2,30.0,29526.00
"Harrington Carney and Brown,",2,27.0,31442.00
"Group Sullivan",2,8.0,16505.00
"LLC Horton",2,3.0,25727.00
Terrell-Gonzalez,2,10.5,4893.50
"Glover PLC",2,16.5,40578.00
"PLC Landry",2,16.5,39380.50
Johnson-Gonzalez,2,18.0,41276.50
"LLC Harvey",2,10.5,31887.00
"PLC Watkins",2,17.5,11574.00
"Cook and Miller, Dunlap",2,23.0,34592.00
"Humphrey, and Chapman Jones",2,3.0,24748.00
Reed-Nelson,2,30.0,35313.00
"Henry Inc",2,10.0,16961.00
"Sanders Inc",2,17.5,27671.00
Hayes-Hart,2,5.0,28781.00
"Ltd Beard",2,17.5,30599.00
"Sons Thomas and",2,12.5,32804.00
"Mason Group",2,12.5,24088.00
"and Gardner Frye, Brown",2,28.0,34825.00
Morse-Johnson,2,23.0,48002.00
Wu-Winters,2,26.0,5158.00
"Henderson Ramirez, and Smith",2,3.0,37582.00
"Ltd Wheeler",2,8.0,14088.00
Walton-Reynolds,2,23.0,14067.00
"Morton Haas Schwartz, and",2,21.0,17219.00
"Mills PLC",2,23.5,17027.50
"Perry Inc",2,11.0,33624.50
"Butler LLC",2,21.5,39635.50
"Inc Kline",2,10.0,44241.00
"Group Harris",2,19.0,14398.00
Carr-Whitehead,2,22.0,8306.00
"Bush LLC",2,16.0,37426.00
"Shaw Group",2,7.5,13690.50
"Reynolds LLC",2,15.0,31779.00
"LLC Murphy",2,18.0,30553.00
"Kelly Inc",2,9.5,18315.50
"Harrison Group",2,16.5,5631.00
"Watson LLC",2,15.0,33066.50
"Rivas PLC",2,20.5,29702.50
Campbell-Church,2,21.0,1348.00
Long-Herrera,2,2.0,41886.00
Smith-Cox,2,17.0,40994.00
"Gray and Marshall Morris,",2,3.0,4967.00
"LLC Mitchell",2,25.0,23183.00
"Wise LLC",2,24.0,45345.00
Morse-Jones,2,5.0,21892.00
"Riley, Walker and Mercado",2,12.0,14716.00
Sullivan-Guzman,2,30.0,4552.00
"Owens Ltd",2,18.5,22924.00
"Jones PLC",2,21.0,34317.50
"PLC Long",2,8.5,44163.50
"Watson, Chambers Peck and",2,11.0,10461.00
"and Martinez Sons",2,22.0,38425.00
Miller-Williams,2,18.0,33555.00
"Bailey and Sons",2,17.5,8848.00
"and Harper Mcdonald, Sullivan",2,6.0,26405.00
"PLC Quinn",2,12.0,15256.50
"and Sanchez Sons",2,10.0,24426.00
Horton-Roberts,2,12.0,18326.00
"Strickland, and Jenkins Jackson",2,21.0,25298.00
"Johnson Norris Leonard, and",2,10.0,5583.00
"Eaton and Jackson, Nunez",2,29.0,24938.00
"Mcdonald LLC",2,18.5,38194.00
"Huffman Lozano, and Mckenzie",2,1.0,37015.00
"Bryan PLC",2,12.0,3035.00
"Pratt Ltd",2,12.5,29946.50
"Ltd Cameron",2,15.5,33407.50
"Leblanc, Cole Simon and",2,27.0,35645.00
"Cunningham Inc",2,27.0,27483.00
"Ltd Green",2,22.0,38803.50
"Woodard PLC",2,15.0,33163.00
Stewart-Perez,2,19.0,24172.50
"and Liu, Thompson Mooney",2,19.0,36293.00
"Inc Garza",2,1.0,14206.00
"Cox Group",2,17.0,23960.50
"Inc Juarez",2,12.5,13342.50
"Mays, and Walker West",2,5.0,25940.00
"Lowe Group",2,4.0,27379.00
"LLC West",2,6.0,21565.00
"Washington Sanchez, and Gates",2,21.0,21037.00
"LLC Cantrell",2,15.5,6830.00
Sherman-Moore,2,26.0,7512.00
"Banks Gordon and Browning,",2,26.0,30507.00
Hughes-Watson,2,2.0,12500.00
"Clarke and Roth, Donovan",2,19.0,25782.00
"Stevenson LLC",2,13.0,44367.50
Williams-Gonzalez,2,19.0,16234.00
Peterson-Ortiz,2,25.0,49460.00
"Ltd Burns",2,19.0,25189.00
"Burton LLC",2,13.5,25175.00
"Barber, Rojas Carlson and",2,28.0,19148.00
"LLC Mccarty",2,27.0,26630.50
"and Wall, Williams Jensen",2,12.0,39351.00
Hall-Hunt,2,28.0,31087.00
"Cox, Moore Pugh and",2,2.0,11421.00
"Hunter PLC",2,19.0,32735.50
"and Cain Wilcox Smith,",2,10.0,2171.00
Hughes-Allen,2,20.0,8023.00
Young-Hernandez,2,15.5,23453.00
"and Sons Thompson",2,14.0,4367.00
"Griffin PLC",2,23.0,23270.00
Phillips-Morales,2,14.5,22316.50
"Cox Love, and Saunders",2,3.0,35635.00
Rodriguez-Smith,2,5.0,41168.00
Hernandez-Thompson,2,15.0,25515.50
"and Freeman Zimmerman, Salazar",2,17.0,36945.00
Thompson-Rodriguez,2,7.0,32943.50
"Ltd Finley",2,3.0,4831.00
"and Sons Pitts",2,29.0,4147.00
"Green PLC",2,14.0,30312.00
Anderson-Norris,2,13.0,47855.00
Deleon-Stanley,2,19.0,26660.00
Taylor-Flores,2,6.0,19362.00
Cook-Rogers,2,30.0,36916.00
"Adams West and Poole,",2,18.0,31474.00
"LLC Flores",2,20.5,19566.00
Mcdonald-Carey,2,5.0,34207.00
"Montes, Medina and Wilson",2,22.0,36769.00
"and Thomas Sons",2,16.0,6785.00
"Wade, and Kane Brooks",2,2.0,1348.00
"Conley and Sons",2,18.0,5728.00
"Heath and Hart Pearson,",2,22.0,2656.00
Garcia-Brown,2,22.0,20309.50
"Padilla Sons and",2,22.0,25879.00
"LLC Price",2,12.5,18663.50
"Mendoza Ltd",2,9.0,19287.00
Martinez-Johnson,2,12.5,16800.00
Booth-Huang,2,21.0,26122.00
"Kirby Group",2,15.5,24250.00
"Ramos, Dunn and Kennedy",2,2.0,33088.00
"Fowler, and Joyce Thomas",2,28.0,7582.00
"Fisher Perez and Sullivan,",2,17.0,19125.00
"Smith, Smith Gardner and",2,10.0,36441.00
"Whitehead Ltd",2,5.0,15851.00
Smith-Horne,2,19.0,34671.50
Aguilar-Martinez,2,14.0,49735.00
"Knight Inc",2,15.0,9567.00
White-Green,2,4.0,9421.00
"Haynes Inc",2,22.0,25061.00
Davis-Thomas,2,11.0,21315.50
"Glass Sandoval, and Dixon",2,7.0,6297.00
"Lewis Inc",2,16.5,31865.00
"Sons Jones and",2,12.5,29108.50
Parker-Todd,2,4.0,48917.00
"Ltd Salazar",2,16.5,42589.50
"Group Nunez",2,15.0,26283.00
Graves-Allen,2,10.0,26234.50
"Edwards Ortiz and Dickerson,",2,25.0,17970.00
"Bowman Ltd",2,10.5,33746.00
Fuentes-Pope,2,3.0,21784.00
Morris-Walsh,2,16.0,32880.50
Henson-Johnson,2,27.0,24229.00
Martin-Williams,2,13.0,13274.00
"Campbell Inc",2,20.5,35069.50
"Ltd Spencer",2,5.0,16601.00
"Thompson LLC",2,18.0,38364.50
"Dawson Inc",2,5.0,25905.00
"Garrison Ltd",2,20.0,18222.00
Jones-Anderson,2,16.5,17345.50
Rivera-Simon,2,14.0,22210.00
"Lynch Cole, and Johnson",2,13.0,10411.00
Jones-Jones,2,16.5,42484.50
"Donaldson Sons and",2,8.0,22391.00
"West LLC",2,16.5,9340.50
"Group Martinez",2,5.0,40058.00
"LLC Schaefer",2,7.0,34048.00
"Nolan Inc",2,21.0,14122.00
"Ltd Guzman",2,17.5,30715.50
Taylor-Powell,2,20.5,19459.50
Mckinney-Johnson,2,20.5,13312.00
"and Ramirez Johnson, Day",2,25.0,44183.00
"Parsons LLC",2,18.0,3322.00
"Suarez Group",2,28.0,43956.00
"Morales, Sawyer and Levy",2,8.0,5933.00
"Blackwell, Myers Perez and",2,22.0,4836.00
"Inc Camacho",2,24.5,24331.00
Patton-Bishop,2,23.0,4519.00
"Barajas Wood, and Shaw",2,27.0,34503.00
"Anderson Fischer Thompson, and",2,26.0,36989.00
Park-Johnson,2,14.0,24736.50
"Elliott LLC",2,29.5,25090.00
Eaton-Barnes,2,29.0,9667.00
"Kaufman and Thomas Diaz,",2,26.0,26922.00
"Gordon and Sampson Gonzalez,",2,18.0,34241.00
"Hernandez, Boyd Williams and",2,8.0,20294.00
"and Sons Scott",2,7.0,22124.50
"Ltd Jimenez",2,14.5,38104.50
Wilson-Thomas,2,10.0,9998.00
"Group Thomas",2,15.5,43613.50
Rangel-Phillips,2,19.0,31052.00
Rodriguez-Burke,2,2.0,33828.00
"Blanchard PLC",2,15.0,48365.00
"Group Gibbs",2,12.0,15457.50
"Ltd Shah",2,19.0,20821.50
Armstrong-Wagner,2,5.0,2234.00
"Crawford Inc",2,15.0,24374.50
"Sons and Potter",2,8.0,34938.00
"Ellison and Sons",2,14.5,38415.00
"Inc Carroll",2,14.5,23436.50
"Thompson Inc",2,14.5,25861.50
"LLC Lucas",2,20.5,31046.50
Mccoy-West,2,9.0,15711.00
"Black, Zuniga and Reed",2,16.0,44995.00
"Ltd Richardson",2,13.5,26576.50
"LLC Hansen",2,7.5,10429.00
"Stafford Cardenas, Lopez and",2,26.0,24261.00
"Orr Sons and",2,28.0,49337.00
"Fry Ltd",2,10.0,5475.00
"PLC Logan",2,8.0,40341.00
"Brewer PLC",2,22.0,19524.50
Miller-Moore,2,11.0,21449.00
"Pham Ltd",2,12.5,30689.00
"LLC Hall",2,8.0,41351.50
"Inc Cox",2,5.5,17047.50
Lewis-Erickson,2,25.0,10279.00
"Sons Combs and",2,19.0,4109.00
"Casey and Martin, Burke",2,8.0,14143.00
"Benson Ltd",2,9.5,8786.50
"Brewer and Sons",2,11.0,49741.00
"Phillips LLC",2,15.5,20526.00
"Thomas Inc",2,16.5,20357.00
"and Jackson, Raymond Valdez",2,29.0,37410.00
Vega-Valdez,2,21.0,18197.00
Torres-Navarro,2,15.0,44692.00
Jones-Smith,2,18.0,16515.50
"PLC Bailey",2,14.0,42935.00
"Jordan Thompson Love, and",2,30.0,25352.00
"Hayes Inc",2,10.5,30258.50
Brown-Simpson,2,25.0,35992.00
"Ltd Simmons",2,28.0,14508.00
"Ortiz LLC",2,21.0,15976.50
"PLC Barnes",2,20.0,25005.50
"Jones Bruce and Bell,",2,19.0,25013.00
Mccoy-Lara,2,27.0,16290.00
Henry-Wise,2,23.0,41332.00
"Oconnor and Moore, Snyder",2,5.0,28575.00
Flores-Johns,2,5.0,36414.00
"Boone Allen, Ortiz and",2,30.0,15010.00
Johnson-Stone,2,22.0,32434.00
"Mccarthy, and Lewis Robbins",2,28.0,26018.00
Jacobs-Smith,2,23.0,23131.00
"LLC Carpenter",2,3.0,10887.00
Powell-Wheeler,2,20.0,42074.00
"Conway Harper, and Ochoa",2,25.0,18483.00
"and Hopkins Sons",2,3.0,11306.00
"Scott Dean, West and",2,28.0,23520.00
"LLC Charles",2,24.0,44049.00
"PLC Hardy",2,12.0,19620.50
"PLC Gutierrez",2,16.0,37831.00
Wilson-Cisneros,2,7.0,34158.00
"Group Lloyd",2,10.0,32689.00
"Ltd Austin",2,16.0,45675.00
"and Scott Sons",2,18.0,27306.50
"Hubbard, Garza Jordan and",2,6.0,25548.00
"Johnson, Adkins and Ferguson",2,1.0,47855.00
"Group Dorsey",2,2.0,28075.00
Torres-Jenkins,2,13.0,29781.00
Chavez-Bradford,2,7.0,42733.00
"Taylor LLC",2,8.0,23640.50
"Cox, Donovan and Davidson",2,18.0,34214.00
"Jimenez PLC",2,14.5,31311.50
Smith-Reed,2,11.0,30296.00
"Ltd Ferguson",2,25.0,29456.50
Phelps-Foster,2,12.0,5758.00
Zuniga-Mann,2,8.0,2382.00
"Inc Rose",2,25.0,29374.00
Newton-Navarro,2,28.0,37750.00
"Sons and Hudson",2,9.0,40251.00
Bradley-Hill,2,18.0,33531.00
"Walls Ltd",2,9.0,44647.00
"Mathews and Guzman Miranda,",2,24.0,48488.00
Vasquez-Becker,2,6.0,946.00
"Daniel Reed and Brady,",2,4.0,5958.00
"Bennett, Krause and Wagner",2,15.0,31980.00
"Ryan and Jackson, Hoffman",2,25.0,34836.00
"Navarro LLC",2,12.0,37789.50
"Fischer Group",2,28.0,16887.00
Whitaker-Adams,2,2.0,30230.00
Munoz-Melton,2,29.0,21718.00
"Sons Taylor and",2,12.0,42178.00
"Berg PLC",2,17.0,23103.50
"Fisher Group",2,19.0,27130.50
"Inc Steele",2,6.0,15350.00
"Martin and Nguyen Gomez,",2,4.0,19423.00
"Green Steele Sims, and",2,23.0,43426.00
Lewis-Ortiz,2,27.0,39606.00
"and Morgan, Smith Patterson",2,6.0,41904.00
"Chapman PLC",2,26.0,3589.00
"Inc Clark",2,8.0,32970.50
"Ltd Bradley",2,15.0,19001.00
Case-Wells,2,29.0,27524.00
"Group Myers",2,13.5,15034.50
Moore-Johnson,2,17.0,28066.00
"Schneider Group",2,12.5,21397.00
"PLC Griffin",2,20.5,28771.50
"Inc Perez",2,3.0,20025.00
"LLC Snyder",2,12.0,28381.50
"Ford and Vargas Sanders,",2,1.0,13493.00
"Blair LLC",2,20.0,11015.00
"Group Hicks",2,1.5,15225.50
"Morgan, Holmes and Wiley",2,27.0,41200.00
"Hensley Cohen, and Hill",2,27.0,25169.00
Mcneil-Baxter,2,8.0,22691.00
"Moreno Ltd",2,6.0,10236.50
"Inc Knight",2,18.5,26499.50
Lopez-Combs,2,24.0,22281.00
"Group Kelley",2,14.0,33417.00
"PLC Hicks",2,18.5,6467.00
"Perez, Cox and Russo",2,12.0,15674.00
Burnett-Hayes,2,19.0,18340.00
"Bird LLC",2,2.0,17284.00
Hess-Smith,2,21.0,31083.00
"Saunders Ltd",2,9.0,12136.00
"Castillo Ltd",2,9.5,21475.00
"Group Mullins",2,22.0,17043.00
Farrell-Zamora,2,18.0,29349.00
"Gilbert Ltd",2,6.0,30922.00
Barrett-Johnson,2,3.0,6525.00
Butler-Dunn,2,7.0,31118.00
"and Reed Davis, Rodriguez",2,17.0,42634.00
"and Wolf Sons",2,15.5,31070.00
"Hayes Lane Flores, and",2,2.0,7505.00
"Cruz Ltd",2,10.5,17554.50
"Lee, and Jackson Mack",2,24.0,33758.00
Alexander-Duncan,2,2.0,45524.00
"Inc Thompson",2,18.0,24610.00
Lambert-Snyder,2,15.0,34099.00
"Robles LLC",2,11.0,18774.50
"Barron Giles, and Morris",2,17.0,40033.00
"Castro Group",2,14.5,17152.50
"and Franco Ramirez Bentley,",2,8.0,20214.00
Smith-Johnston,2,26.0,26459.00
"PLC Vaughn",2,29.0,22630.00
"Inc Rogers",2,13.0,19557.50
"Harris and Burns Sanders,",2,22.0,22982.00
"Perry LLC",2,12.0,24981.00
"and Jones Sons",2,6.0,17655.00
Franklin-Farrell,2,24.0,10504.00
"PLC Price",2,9.0,37330.00
"PLC Pope",2,14.0,8694.00
"Carroll and Jackson, Graves",2,24.0,29849.00
"Peterson, Barnes and Gordon",2,12.0,24359.00
"Group Nguyen",2,19.5,30866.00
Miller-Smith,2,14.5,24447.00
"and Sons Valencia",2,17.0,25463.00
Dunn-Dalton,2,2.0,20364.00
"PLC Richardson",2,9.0,40656.00
"Turner PLC",2,26.0,19658.50
"Walker Group",2,2.5,28884.00
"and Davis Sons",2,18.0,26331.50
"LLC Stone",2,7.0,27134.00
Williams-Leonard,2,11.0,32911.00
"Christensen LLC",2,28.0,26508.00
Harris-Ayers,2,12.0,28373.00
"and Marshall Townsend, Butler",2,6.0,1810.00
Richard-Robinson,2,28.0,46128.00
Stark-Berger,2,10.0,16836.00
Robinson-Snyder,2,7.0,18669.00
Edwards-Hendrix,2,14.0,50802.00
"Stone Inc",2,24.5,29282.50
Chen-Munoz,2,30.0,36948.00
"PLC Carter",2,21.0,22872.00
"Walton and Silva, Cannon",2,29.0,14903.00
"Carney Gutierrez Smith, and",2,14.0,19046.00
"Hughes PLC",2,28.0,30650.00
Smith-Butler,2,24.0,5829.00
"Ltd Mcdonald",2,9.5,33228.00
Richardson-Smith,2,23.5,28872.50
"Harper Miller and Hernandez,",2,18.0,7703.00
"Weaver Group",2,10.0,27076.00
Nichols-Fernandez,2,21.0,19206.00
Moore-Choi,2,13.0,43486.00
"LLC Long",2,11.0,33126.50
"Group Washington",2,5.0,38325.50
Newman-Matthews,2,21.0,34712.00
Kelly-Taylor,2,14.0,37960.00
"and Holmes Fowler, Davis",2,28.0,49723.00
"Shaw Delgado and Sanchez,",2,12.0,21782.00
"Mooney Sanders, Stanley and",2,3.0,9106.00
Bailey-Miller,2,17.5,23791.00
"Sons and Barnes",2,21.5,9309.50
"Bailey Ltd",2,14.0,20510.00
"Inc Obrien",2,17.0,22335.50
"Roberts Ortiz Johnson, and",2,28.0,39149.00
"Inc Wilkinson",2,3.0,36186.00
"Elliott Silva, and Cole",2,18.0,41372.00
Miller-Hernandez,2,23.0,10697.00
Byrd-Fernandez,2,21.0,32235.00
Allen-Smith,2,21.5,3919.00
"Murphy Inc",2,17.5,17317.50
"LLC Underwood",2,23.5,33878.00
"Hebert Inc",2,26.0,23963.00
"Richards, Wagner Oconnor and",2,10.0,40193.00
"Inc Simon",2,5.5,20419.00
Campbell-Morales,2,16.0,10372.00
"and Walker Rivera, Powell",2,6.0,39326.00
"Davis Burch, Anderson and",2,10.0,43867.00
Macdonald-Weaver,2,30.0,37837.00
"Tucker Inc",2,7.0,36408.00
"Newman LLC",2,17.0,35567.00
"Ellis Ltd",2,8.0,48805.00
"Walsh, Morris Young and",2,12.0,41472.00
"Benjamin and Maddox, Phillips",2,28.0,17176.00
"Maxwell PLC",2,27.0,22563.00
"and Sanders Price, Anderson",2,18.0,24010.00
"French Group",2,25.0,41064.00
"Lee Wiley, Sosa and",2,26.0,39617.00
"Lopez Fernandez, and Barr",2,23.0,43164.00
"Sims Group",2,5.0,25997.50
"Sons and Nelson",2,8.0,21367.50
"and Brooks, Williams Morse",2,1.0,39489.00
"Mendoza and Sons",2,13.0,42957.00
Charles-White,2,16.5,44022.50
Miranda-Mccormick,2,6.0,29307.00
Villa-Mcmillan,2,6.0,43456.00
"Thompson Lopez Jenkins, and",2,16.0,21585.00
Bell-Buchanan,2,5.0,2878.00
"Sullivan PLC",2,20.0,3303.00
Dennis-Johnson,2,19.0,41671.00
"Padilla Thompson, and Joseph",2,18.0,39253.00
Aguilar-Parsons,2,21.0,22219.00
Smith-Perez,2,10.0,6258.50
"Wright LLC",2,9.5,27389.00
"LLC Potts",2,29.0,3564.00
"Castaneda, Henson and Holmes",2,6.0,6948.00
Deleon-Boyd,2,21.0,6212.00
"Olsen PLC",2,17.5,5445.00
Lambert-Thomas,2,20.0,7614.00
Wang-Ward,2,8.0,34248.00
"Dixon, Harris Snow and",2,20.0,25782.00
"Reese Terry Mahoney, and",2,15.0,20963.00
Horne-Thomas,2,5.0,7211.00
Porter-Fisher,2,6.0,18830.00
"Reynolds Inc",2,16.5,40874.00
"Foster Winters, Soto and",2,5.0,19728.00
"Moran Copeland Brown, and",2,19.0,22454.00
"Benitez Ltd",2,16.0,18996.00
"and Cook Sons",2,16.5,12580.50
"Merritt Inc",2,19.0,17761.00
"Allison LLC",2,15.0,33904.00
"and Rodriguez, Lee Hahn",2,5.0,13767.00
"Marshall Group",2,19.0,20226.00
"Johnson Mendoza Fernandez, and",2,7.0,38659.00
"Sons and Gomez",2,27.0,18734.00
"PLC Cook",2,20.5,15725.50
"Porter Ltd",2,8.0,35452.00
"and Haynes Gibbs, Griffin",2,26.0,30911.00
Cook-Johnson,2,4.0,25113.50
Miller-Jackson,2,5.0,39725.00
Moody-Reyes,2,11.0,32466.00
"Hudson Group",2,1.0,40212.00
"Jimenez Patton and Ramirez,",2,25.0,38504.00
"Estrada LLC",2,10.5,17434.00
Randolph-Davis,2,25.0,17868.00
"Knapp Inc",2,5.0,2522.00
"and Graham Moon Kelley,",2,29.0,18506.00
"Young and Hernandez, Huber",2,7.0,39918.00
Cisneros-Craig,2,22.0,44377.00
French-Hunt,2,30.0,46135.00
"Torres, Green Orozco and",2,7.0,34051.00
Johnson-Barrett,2,11.0,18406.00
"and Garcia Waters Simmons,",2,22.0,16497.00
"James Vasquez Allen, and",2,13.0,8954.00
"Wilkerson Inc",2,26.5,38963.00
"Reed Ltd",2,11.5,27706.50
Hernandez-Mccoy,2,25.0,21769.00
Gallagher-Carroll,2,13.0,27861.00
Burke-James,2,20.0,39492.00
"Bernard, Griffith and Garcia",2,6.0,47193.00
"LLC Baird",2,23.0,24546.00
"Mason Inc",2,25.0,32967.00
"Erickson PLC",2,14.0,43230.00
"Carlson Gutierrez Miller, and",2,21.0,2974.00
"and Cabrera Kim Mills,",2,3.0,27144.00
Barajas-Whitney,2,20.0,37585.00
"Briggs and Becker, Wilkins",2,5.0,18205.00
Torres-Lopez,2,14.0,12848.00
Burton-Fuentes,2,8.0,12132.00
"and Tran, Parker Hamilton",2,14.0,25787.00
"Valencia Group",2,5.0,33507.50
"Dyer Inc",2,8.0,21862.50
"Inc Ruiz",2,10.0,3422.00
Harris-Turner,2,2.0,9769.00
Aguirre-Wang,2,2.0,47400.00
"Carpenter Group",2,21.5,21635.00
"and Lee, Bishop Nelson",2,2.0,39622.00
Miller-Myers,2,4.0,13285.00
"Ellis Walton and Thompson,",2,5.0,47141.00
"Price Inc",2,8.5,4574.50
"Ltd Marshall",2,8.5,27574.00
"Ryan Munoz and Washington,",2,16.0,32710.00
"Payne LLC",2,10.0,27169.00
"Herrera, Morton Cruz and",2,18.0,14793.00
"PLC Fisher",2,9.5,28614.00
"Lee, Gonzalez Mckay and",2,3.0,9303.00
Mejia-Williams,2,12.0,18822.00
Santiago-Boone,2,15.0,42895.00
Brooks-Huang,2,13.0,16324.00
"Mosley PLC",2,23.0,8654.00
Simmons-Fisher,2,6.0,46004.00
Gardner-Morales,2,5.0,35432.00
"Reilly LLC",2,23.5,19508.50
"Mitchell Watson, and Goodwin",2,13.0,21899.00
Miller-Alexander,2,1.0,48834.00
Lopez-Kim,2,20.0,50389.00
Hernandez-Miller,2,14.0,18805.00
"PLC Spence",2,6.0,13819.00
Collins-Moreno,2,19.0,23356.00
Smith-Turner,2,10.0,4465.00
"Mcguire, and Andrews Kerr",2,2.0,28155.00
"Hoffman and Sons",2,10.0,33323.00
"Farrell Lyons Kent, and",2,23.0,33619.00
Powers-Hawkins,2,20.5,18835.50
"Shannon, Fox Hughes and",2,10.0,36307.00
Wall-Scott,2,28.0,42322.00
"Ayala Inc",2,17.0,21845.00
Lamb-Mills,2,21.0,6767.00
Martin-Bowman,2,19.0,48386.00
"and Berry, Nguyen Hudson",2,3.0,38831.00
"Wilson, and Little Sanders",2,19.0,33481.00
"and Smith, Fleming Little",2,24.0,16508.00
"and Burnett, Medina Townsend",2,25.0,10428.00
"Shepherd Ltd",2,17.0,15069.00
"Gordon LLC",2,23.0,20353.00
"PLC Werner",2,21.0,41163.00
"Estrada and Lee Roberts,",2,5.0,16340.00
"Duran, and Pacheco Maxwell",2,11.0,24397.00
"Sons Jenkins and",2,6.0,42905.50
Johnson-Dixon,2,10.0,42279.00
"Meyer Ltd",2,14.0,24216.00
Harris-Wilkerson,2,1.0,28848.00
"and Fernandez Mack Bradford,",2,10.0,46899.00
Freeman-Horton,2,3.0,10645.00
"Long Elliott Dickerson, and",2,18.0,35846.00
"LLC Sparks",2,10.5,24954.00
Johnson-Swanson,2,2.0,26530.00
Hernandez-Rodriguez,2,6.0,7251.00
"Kim LLC",2,18.0,25284.00
"Carter Stephens Johnson, and",2,19.0,32574.00
"Inc Daniel",2,8.5,24579.00
"and Wright Lopez, Lopez",2,28.0,29540.00
Porter-Murphy,2,18.0,17581.00
"Mueller LLC",2,21.0,12626.00
Ortiz-Castro,2,11.0,20321.00
Martinez-Wright,2,23.0,17826.50
"LLC Reeves",2,16.0,16794.50
"Obrien PLC",2,20.0,9358.00
Franklin-Brown,2,7.0,7720.00
Valdez-Anderson,2,5.0,22194.00
Rodriguez-Brady,2,9.0,39950.00
"Inc Phillips",2,12.0,26661.00
"PLC Webster",2,3.5,26794.00
Williams-Garcia,2,11.0,10664.00
"Price PLC",2,11.5,23122.50
"Ltd Poole",2,6.0,48161.00
Hodges-Soto,2,15.0,35336.00
Ali-Marsh,2,28.0,10730.00
"Webb Group",2,9.0,12938.00
"LLC Jones",2,18.5,12597.50
"Wade Calhoun, Stanton and",2,14.0,43909.00
"and Bennett, Davis Rice",2,19.0,20149.00
"Norman Ltd",2,6.0,43302.00
"Rivera Ltd",2,5.0,28397.50
"LLC Watson",2,15.5,35830.00
Wu-Stark,2,21.0,23720.00
Kemp-Baker,2,7.0,34329.00
"LLC Maldonado",2,17.5,39573.50
"Villa, Hammond Lee and",2,7.0,3348.00
"Inc Cameron",2,24.5,31532.50
Clark-Adams,2,15.0,21863.00
Bryant-Steele,2,14.0,17084.00
"Nguyen Smith, Anderson and",2,25.0,7927.00
"and Powers Wilson Fernandez,",2,13.0,5441.00
"Martinez Lane, and Arroyo",2,21.0,20891.00
"Perry Group",2,3.5,38729.50
"Lozano Ltd",2,3.0,28397.00
Carrillo-Christensen,2,10.0,26166.00
Parker-Blair,2,8.0,12814.00
Cervantes-Edwards,2,14.0,23188.00
Torres-Kane,2,23.5,20718.50
Arnold-Aguirre,2,28.0,17752.00
"Hopkins Mcgrath, and Kelley",2,10.0,32468.00
"and Sons Jenkins",2,6.0,45128.00
"Jones, and Ortiz Adams",2,15.0,27254.00
"Wilson Knight and Mitchell,",2,6.0,23323.00
"Peterson Sons and",2,15.5,16314.00
"Vaughn Gonzalez, Wheeler and",2,5.0,35402.00
"and Anderson, Stephens Rowe",2,4.0,22227.00
"Sons and Richards",2,9.0,27977.50
"Beck Inc",2,26.5,2382.00
"Anderson, Novak Adams and",2,10.0,37342.00
"LLC Guzman",2,16.5,31993.50
"Hopkins Ltd",2,6.0,35947.00
Parker-Mata,2,1.0,18305.00
"Chen Inc",2,9.0,39578.00
"Gregory Evans and Bush,",2,3.0,45232.00
"Nelson Hall and Williams,",2,25.0,31857.00
"Rodriguez Green, and Chandler",2,3.0,43129.00
"and Watson Clayton Carr,",2,7.0,44261.00
"Serrano Ltd",2,18.0,15158.00
Lloyd-Smith,2,3.0,33481.00
"Wilson and Wong, Clark",2,8.0,31112.00
"Fischer Hernandez, and Smith",2,19.0,9356.00
"Moore, Logan and Anderson",2,3.0,24615.00
"Ltd Kelly",2,12.5,24112.00
Davis-Serrano,2,15.0,37184.00
"Jennings Ltd",2,21.5,19805.00
"and Wilcox, Knox Bates",2,24.0,732.00
"Bates Barnes Jones, and",2,7.0,38067.00
"Hunt Inc",2,19.5,26250.00
"Roach LLC",2,1.0,35803.00
"and Gallagher Olson Hogan,",2,25.0,8006.00
Deleon-Davis,2,13.0,30481.00
Morales-Smith,2,1.0,26416.00
Martinez-Davis,2,8.0,33303.00
"Inc Frazier",2,21.5,14697.00
"Berry Ltd",2,3.0,16914.00
"LLC Harrison",2,22.0,40586.50
"Group Yates",2,8.5,25403.50
"and Jones Carroll Salazar,",2,2.0,38912.00
Brown-Holmes,2,24.0,23614.00
King-Gonzalez,2,13.5,27436.00
"Medina and Elliott Stewart,",2,30.0,1317.00
"Miller and Tucker, Byrd",2,27.0,41315.00
