id,delivery_satisfaction,food_quality_satisfaction,delivery_time_satisfaction,order_accuracy,delivery_satisfaction_level,food_quality_level
838,5,5,5,Yes,High,High
839,2,2,2,No,Medium,Medium
840,5,5,5,Yes,High,High
841,3,3,3,Yes,Medium,Medium
842,1,1,1,Yes,Low,Low
843,5,5,5,Yes,High,High
844,3,3,3,Yes,Medium,Medium
845,2,2,2,Yes,Medium,Medium
846,2,2,2,Yes,Medium,Medium
847,4,4,4,Yes,High,High
848,4,4,4,No,High,High
849,3,3,3,Yes,Medium,Medium
850,5,5,5,No,High,High
851,3,3,3,Yes,Medium,Medium
852,1,1,1,Yes,Low,Low
853,5,5,5,No,High,High
854,5,5,5,Yes,High,High
855,2,2,2,Yes,Medium,Medium
856,1,1,1,Yes,Low,Low
857,5,5,5,Yes,High,High
858,2,2,2,No,Medium,Medium
859,3,3,3,Yes,Medium,Medium
860,5,5,5,Yes,High,High
861,3,3,3,Yes,Medium,Medium
862,4,4,4,No,High,High
863,5,5,5,Yes,High,High
864,2,2,2,Yes,Medium,Medium
865,5,5,5,Yes,High,High
866,1,1,1,Yes,Low,Low
867,3,3,3,No,Medium,Medium
868,5,5,5,Yes,High,High
869,3,3,3,Yes,Medium,Medium
870,5,5,5,Yes,High,High
871,2,2,2,Yes,Medium,Medium
872,4,4,4,No,High,High
873,3,3,3,Yes,Medium,Medium
874,1,1,1,Yes,Low,Low
875,5,5,5,Yes,High,High
876,2,2,2,Yes,Medium,Medium
877,4,4,4,Yes,High,High
878,5,5,5,Yes,High,High
879,2,2,2,No,Medium,Medium
880,5,5,5,Yes,High,High
881,3,3,3,Yes,Medium,Medium
882,1,1,1,Yes,Low,Low
883,5,5,5,Yes,High,High
884,3,3,3,Yes,Medium,Medium
885,2,2,2,Yes,Medium,Medium
886,2,2,2,Yes,Medium,Medium
887,4,4,4,Yes,High,High
888,4,4,4,No,High,High
889,3,3,3,Yes,Medium,Medium
890,5,5,5,No,High,High
891,3,3,3,Yes,Medium,Medium
892,1,1,1,Yes,Low,Low
893,5,5,5,No,High,High
894,5,5,5,Yes,High,High
895,2,2,2,Yes,Medium,Medium
896,1,1,1,Yes,Low,Low
897,5,5,5,Yes,High,High
898,2,2,2,No,Medium,Medium
899,3,3,3,Yes,Medium,Medium
900,5,5,5,Yes,High,High
901,3,3,3,Yes,Medium,Medium
902,4,4,4,No,High,High
903,5,5,5,Yes,High,High
904,2,2,2,Yes,Medium,Medium
905,5,5,5,Yes,High,High
906,1,1,1,Yes,Low,Low
907,3,3,3,No,Medium,Medium
908,5,5,5,Yes,High,High
909,3,3,3,Yes,Medium,Medium
910,5,5,5,Yes,High,High
911,2,2,2,Yes,Medium,Medium
912,4,4,4,No,High,High
913,3,3,3,Yes,Medium,Medium
914,1,1,1,Yes,Low,Low
915,5,5,5,Yes,High,High
916,2,2,2,Yes,Medium,Medium
917,4,4,4,Yes,High,High
918,5,5,5,Yes,High,High
919,2,2,2,No,Medium,Medium
920,5,5,5,Yes,High,High
921,3,3,3,Yes,Medium,Medium
922,1,1,1,Yes,Low,Low
923,5,5,5,Yes,High,High
924,3,3,3,Yes,Medium,Medium
925,2,2,2,Yes,Medium,Medium
926,2,2,2,Yes,Medium,Medium
927,4,4,4,Yes,High,High
928,4,4,4,No,High,High
929,3,3,3,Yes,Medium,Medium
930,5,5,5,No,High,High
931,3,3,3,Yes,Medium,Medium
932,1,1,1,Yes,Low,Low
933,5,5,5,No,High,High
934,5,5,5,Yes,High,High
935,2,2,2,Yes,Medium,Medium
936,1,1,1,Yes,Low,Low
937,5,5,5,Yes,High,High
938,2,2,2,No,Medium,Medium
939,3,3,3,Yes,Medium,Medium
940,5,5,5,Yes,High,High
941,3,3,3,Yes,Medium,Medium
942,4,4,4,No,High,High
943,5,5,5,Yes,High,High
944,2,2,2,Yes,Medium,Medium
945,5,5,5,Yes,High,High
946,1,1,1,Yes,Low,Low
947,3,3,3,No,Medium,Medium
948,5,5,5,Yes,High,High
949,3,3,3,Yes,Medium,Medium
950,5,5,5,Yes,High,High
951,2,2,2,Yes,Medium,Medium
952,4,4,4,No,High,High
953,3,3,3,Yes,Medium,Medium
954,1,1,1,Yes,Low,Low
955,5,5,5,Yes,High,High
956,2,2,2,Yes,Medium,Medium
957,4,4,4,Yes,High,High
958,5,5,5,Yes,High,High
959,2,2,2,No,Medium,Medium
960,5,5,5,Yes,High,High
961,3,3,3,Yes,Medium,Medium
962,1,1,1,Yes,Low,Low
963,5,5,5,Yes,High,High
964,3,3,3,Yes,Medium,Medium
965,2,2,2,Yes,Medium,Medium
966,2,2,2,Yes,Medium,Medium
967,4,4,4,Yes,High,High
968,4,4,4,No,High,High
969,3,3,3,Yes,Medium,Medium
970,5,5,5,No,High,High
971,3,3,3,Yes,Medium,Medium
972,1,1,1,Yes,Low,Low
973,5,5,5,No,High,High
974,5,5,5,Yes,High,High
975,2,2,2,Yes,Medium,Medium
976,1,1,1,Yes,Low,Low
977,5,5,5,Yes,High,High
978,2,2,2,No,Medium,Medium
979,3,3,3,Yes,Medium,Medium
980,5,5,5,Yes,High,High
981,3,3,3,Yes,Medium,Medium
982,4,4,4,No,High,High
983,5,5,5,Yes,High,High
984,2,2,2,Yes,Medium,Medium
985,5,5,5,Yes,High,High
986,1,1,1,Yes,Low,Low
987,3,3,3,No,Medium,Medium
988,5,5,5,Yes,High,High
989,3,3,3,Yes,Medium,Medium
990,5,5,5,Yes,High,High
991,2,2,2,Yes,Medium,Medium
992,4,4,4,No,High,High
993,3,3,3,Yes,Medium,Medium
994,1,1,1,Yes,Low,Low
995,5,5,5,Yes,High,High
996,2,2,2,Yes,Medium,Medium
997,4,4,4,Yes,High,High
998,5,5,5,Yes,High,High
999,2,2,2,No,Medium,Medium
1000,5,5,5,Yes,High,High
1001,3,3,3,Yes,Medium,Medium
1002,1,1,1,Yes,Low,Low
1003,5,5,5,Yes,High,High
1004,3,3,3,Yes,Medium,Medium
1005,2,2,2,Yes,Medium,Medium
1006,2,2,2,Yes,Medium,Medium
1007,4,4,4,Yes,High,High
1008,4,4,4,No,High,High
1009,3,3,3,Yes,Medium,Medium
1010,5,5,5,No,High,High
1011,3,3,3,Yes,Medium,Medium
1012,1,1,1,Yes,Low,Low
1013,5,5,5,No,High,High
1014,5,5,5,Yes,High,High
1015,2,2,2,Yes,Medium,Medium
1016,1,1,1,Yes,Low,Low
1017,5,5,5,Yes,High,High
1018,2,2,2,No,Medium,Medium
1019,3,3,3,Yes,Medium,Medium
1043,5,5,5,Yes,High,High
1044,3,3,3,Yes,Medium,Medium
1045,4,2,2,Yes,High,Medium
1046,5,2,2,Yes,High,Medium
1047,2,4,4,Yes,Medium,High
1048,5,4,4,No,High,High
1049,1,3,3,Yes,Low,Medium
1050,3,5,5,No,Medium,High
1051,5,3,3,Yes,High,Medium
1052,3,1,1,Yes,Medium,Low
1053,5,5,5,No,High,High
1054,2,5,5,Yes,Medium,High
1055,4,2,2,Yes,High,Medium
1056,3,1,1,Yes,Medium,Low
1057,1,5,5,Yes,Low,High
1058,5,2,2,No,High,Medium
1059,2,3,3,Yes,Medium,Medium
1061,5,5,5,Yes,High,High
1062,2,3,3,No,Medium,Medium
1063,5,4,4,Yes,High,High
1064,3,5,5,Yes,Medium,High
1065,1,2,2,Yes,Low,Medium
1066,5,5,5,Yes,High,High
1067,3,1,1,No,Medium,Low
1068,2,3,3,Yes,Medium,Medium
1069,2,5,5,Yes,Medium,High
1070,4,3,3,Yes,High,Medium
1071,4,5,5,Yes,High,High
1072,3,2,2,No,Medium,Medium
1073,5,4,4,Yes,High,High
1074,3,3,3,Yes,Medium,Medium
1075,1,1,1,Yes,Low,Low
1076,5,5,5,Yes,High,High
1077,5,2,2,Yes,High,Medium
1078,2,4,4,Yes,Medium,High
1079,1,5,5,No,Low,High
1080,5,2,2,Yes,High,Medium
1081,2,5,5,Yes,Medium,High
1082,3,3,3,Yes,Medium,Medium
1083,5,1,1,Yes,High,Low
1084,3,5,5,Yes,Medium,High
1085,4,3,3,Yes,High,Medium
1086,5,2,2,Yes,High,Medium
1087,2,2,2,Yes,Medium,Medium
1088,5,4,4,No,High,High
1089,1,4,4,Yes,Low,High
1090,3,3,3,No,Medium,Medium
1091,5,5,5,Yes,High,High
1092,3,3,3,Yes,Medium,Medium
1093,5,1,1,No,High,Low
1094,2,5,5,Yes,Medium,High
1095,4,5,5,Yes,High,High
1096,3,2,2,Yes,Medium,Medium
1097,1,1,1,Yes,Low,Low
1098,5,5,5,No,High,High
1099,2,2,2,Yes,Medium,Medium
1100,4,3,3,Yes,High,Medium
1101,5,5,5,Yes,High,High
1102,2,3,3,No,Medium,Medium
1103,5,4,4,Yes,High,High
1104,3,5,5,Yes,Medium,High
1105,1,2,2,Yes,Low,Medium
1106,5,5,5,Yes,High,High
1107,3,1,1,No,Medium,Low
1108,2,3,3,Yes,Medium,Medium
1109,2,5,5,Yes,Medium,High
1110,4,3,3,Yes,High,Medium
1111,4,5,5,Yes,High,High
1112,3,2,2,No,Medium,Medium
1113,5,4,4,Yes,High,High
1114,3,3,3,Yes,Medium,Medium
1115,1,1,1,Yes,Low,Low
1116,5,5,5,Yes,High,High
1117,5,2,2,Yes,High,Medium
1118,2,4,4,Yes,Medium,High
1119,1,5,5,No,Low,High
1120,5,2,2,Yes,High,Medium
1121,2,5,5,Yes,Medium,High
1122,3,3,3,Yes,Medium,Medium
1123,5,1,1,Yes,High,Low
1124,3,5,5,Yes,Medium,High
1125,4,3,3,Yes,High,Medium
1126,5,2,2,Yes,High,Medium
1127,2,2,2,Yes,Medium,Medium
1128,5,4,4,No,High,High
1129,1,4,4,Yes,Low,High
1130,3,3,3,No,Medium,Medium
1131,5,5,5,Yes,High,High
1132,3,3,3,Yes,Medium,Medium
1133,5,1,1,No,High,Low
1134,2,5,5,Yes,Medium,High
1135,4,5,5,Yes,High,High
1136,3,2,2,Yes,Medium,Medium
1137,1,1,1,Yes,Low,Low
1138,5,5,5,No,High,High
1139,2,2,2,Yes,Medium,Medium
1140,4,3,3,Yes,High,Medium
1141,5,5,5,Yes,High,High
1142,2,3,3,No,Medium,Medium
1143,5,4,4,Yes,High,High
1144,3,5,5,Yes,Medium,High
1145,1,2,2,Yes,Low,Medium
1146,5,5,5,Yes,High,High
1147,3,1,1,No,Medium,Low
1148,2,3,3,Yes,Medium,Medium
1149,2,5,5,Yes,Medium,High
1150,4,3,3,Yes,High,Medium
1151,4,5,5,Yes,High,High
1152,3,2,2,No,Medium,Medium
1153,5,4,4,Yes,High,High
1154,3,3,3,Yes,Medium,Medium
1155,1,1,1,Yes,Low,Low
1156,5,5,5,Yes,High,High
1157,5,2,2,Yes,High,Medium
1158,2,4,4,Yes,Medium,High
1159,1,5,5,No,Low,High
1160,5,2,2,Yes,High,Medium
1161,2,5,5,Yes,Medium,High
1162,3,3,3,Yes,Medium,Medium
1163,5,1,1,Yes,High,Low
1164,3,5,5,Yes,Medium,High
1165,4,3,3,Yes,High,Medium
1166,5,2,2,Yes,High,Medium
1167,2,2,2,Yes,Medium,Medium
1168,5,4,4,No,High,High
1169,1,4,4,Yes,Low,High
1170,3,3,3,No,Medium,Medium
1171,5,5,5,Yes,High,High
1172,3,3,3,Yes,Medium,Medium
1173,5,1,1,No,High,Low
1174,2,5,5,Yes,Medium,High
1175,4,5,5,Yes,High,High
1176,3,2,2,Yes,Medium,Medium
1177,1,1,1,Yes,Low,Low
1178,5,5,5,No,High,High
1179,2,2,2,Yes,Medium,Medium
1180,4,3,3,Yes,High,Medium
1181,5,5,5,Yes,High,High
1182,2,3,3,No,Medium,Medium
1183,5,4,4,Yes,High,High
1184,3,5,5,Yes,Medium,High
1185,1,2,2,Yes,Low,Medium
1186,5,5,5,Yes,High,High
1187,3,1,1,No,Medium,Low
1188,2,3,3,Yes,Medium,Medium
1189,2,5,5,Yes,Medium,High
1190,4,3,3,Yes,High,Medium
1191,4,5,5,Yes,High,High
1192,3,2,2,No,Medium,Medium
1193,5,4,4,Yes,High,High
1194,3,3,3,Yes,Medium,Medium
1195,1,1,1,Yes,Low,Low
1196,5,5,5,Yes,High,High
1197,5,2,2,Yes,High,Medium
1198,2,4,4,Yes,Medium,High
1199,1,5,5,No,Low,High
1200,5,2,2,Yes,High,Medium
1201,2,5,5,no,Medium,High
1202,3,3,3,no,Medium,Medium
1204,5,5,5,Yes,High,High
1205,3,3,3,Yes,Medium,Medium
1206,4,2,2,Yes,High,Medium
1207,5,2,2,Yes,High,Medium
1208,2,4,4,Yes,Medium,High
1209,5,4,4,Yes,High,High
1210,1,3,3,No,Low,Medium
1211,3,5,5,Yes,Medium,High
1212,5,3,3,No,High,Medium
1213,3,1,1,Yes,Medium,Low
1214,5,5,5,Yes,High,High
1215,2,5,5,No,Medium,High
1216,4,2,2,Yes,High,Medium
1217,3,1,1,Yes,Medium,Low
1218,1,5,5,Yes,Low,High
1219,5,2,2,Yes,High,Medium
1220,2,3,3,No,Medium,Medium
1235,3,5,4,Yes,Medium,High
1236,1,3,5,Yes,Low,Medium
1237,5,4,2,Yes,High,High
1238,5,5,5,Yes,High,High
1239,2,2,1,Yes,Medium,Medium
1240,1,5,3,Yes,Low,High
1241,5,1,5,No,High,Low
1242,2,3,3,Yes,Medium,Medium
1243,3,5,5,Yes,Medium,High
1244,5,3,2,Yes,High,Medium
1245,3,5,4,Yes,Medium,High
1246,4,2,3,Yes,High,Medium
1247,5,4,1,Yes,High,High
1248,2,3,5,Yes,Medium,Medium
1249,5,1,2,Yes,High,Low
1250,1,5,4,No,Low,High
1251,3,2,5,Yes,Medium,Medium
1252,5,4,2,No,High,High
1253,3,5,5,Yes,Medium,High
1254,5,2,3,Yes,High,Medium
1255,2,5,1,No,Medium,High
1256,4,3,5,Yes,High,Medium
1257,3,1,3,Yes,Medium,Low
1258,1,5,2,Yes,Low,High
1259,5,3,2,Yes,High,Medium
1260,2,2,4,No,Medium,Medium
1261,4,2,4,Yes,High,Medium
1262,5,4,3,Yes,High,High
1263,2,4,5,Yes,Medium,High
1264,5,3,3,No,High,Medium
1265,3,5,1,Yes,Medium,High
1266,1,3,5,Yes,Low,Medium
1267,5,1,5,Yes,High,Low
1268,3,5,2,Yes,Medium,High
1269,2,5,1,No,Medium,High
1270,2,2,5,Yes,Medium,Medium
1271,4,1,2,Yes,High,Low
1272,4,5,3,Yes,High,High
1273,3,2,5,Yes,Medium,Medium
1274,5,3,3,No,High,Medium
1275,3,5,4,Yes,Medium,High
1276,1,3,5,Yes,Low,Medium
1277,5,4,2,Yes,High,High
1278,5,5,5,Yes,High,High
1279,2,2,1,Yes,Medium,Medium
1280,1,5,3,Yes,Low,High
1281,5,1,5,No,High,Low
1282,2,3,3,Yes,Medium,Medium
1283,3,5,5,Yes,Medium,High
1284,5,3,2,Yes,High,Medium
1285,3,5,4,Yes,Medium,High
1286,4,2,3,Yes,High,Medium
1287,5,4,1,Yes,High,High
1288,2,3,5,Yes,Medium,Medium
1289,5,1,2,Yes,High,Low
1290,1,5,4,No,Low,High
1291,3,2,5,Yes,Medium,Medium
1292,5,4,2,No,High,High
1293,3,5,5,Yes,Medium,High
1294,5,2,3,Yes,High,Medium
1295,2,5,1,No,Medium,High
1296,4,3,5,Yes,High,Medium
1297,3,1,3,Yes,Medium,Low
1298,1,5,2,Yes,Low,High
1299,5,3,2,Yes,High,Medium
1300,2,2,4,No,Medium,Medium
1301,4,2,4,Yes,High,Medium
1302,5,4,3,Yes,High,High
1303,2,4,5,Yes,Medium,High
1304,5,3,3,No,High,Medium
1305,3,5,1,Yes,Medium,High
1306,1,3,5,Yes,Low,Medium
1307,5,1,5,Yes,High,Low
1308,3,5,2,Yes,Medium,High
1309,2,5,1,No,Medium,High
1310,2,2,5,Yes,Medium,Medium
1311,4,1,2,Yes,High,Low
1312,4,5,3,Yes,High,High
1313,3,2,5,Yes,Medium,Medium
1314,5,3,3,No,High,Medium
1315,3,5,4,Yes,Medium,High
1316,1,3,5,Yes,Low,Medium
1317,5,4,2,Yes,High,High
1318,5,5,5,Yes,High,High
1319,2,2,1,Yes,Medium,Medium
1320,1,5,3,Yes,Low,High
1321,5,1,5,No,High,Low
1322,2,3,3,Yes,Medium,Medium
1323,3,5,5,Yes,Medium,High
1324,5,3,2,Yes,High,Medium
1325,3,5,4,Yes,Medium,High
1326,4,2,3,Yes,High,Medium
1327,5,4,1,Yes,High,High
1328,2,3,5,Yes,Medium,Medium
1329,5,1,2,Yes,High,Low
1330,1,5,4,No,Low,High
1331,3,2,5,Yes,Medium,Medium
1332,5,4,2,No,High,High
1333,3,5,5,Yes,Medium,High
1334,5,2,3,Yes,High,Medium
1335,2,5,1,No,Medium,High
1336,4,3,5,Yes,High,Medium
1337,3,1,3,Yes,Medium,Low
1338,1,5,2,Yes,Low,High
1339,5,3,2,Yes,High,Medium
1340,2,2,4,No,Medium,Medium
1341,4,2,4,Yes,High,Medium
1342,5,4,3,Yes,High,High
1343,2,4,5,Yes,Medium,High
1344,5,3,3,No,High,Medium
1345,3,5,1,Yes,Medium,High
1346,1,3,5,Yes,Low,Medium
1347,5,1,5,Yes,High,Low
1348,3,5,2,Yes,Medium,High
1349,2,5,1,No,Medium,High
1350,2,2,5,Yes,Medium,Medium
1351,4,1,2,Yes,High,Low
1352,4,5,3,Yes,High,High
1353,3,2,5,Yes,Medium,Medium
1354,5,3,3,No,High,Medium
1355,3,5,4,Yes,Medium,High
1356,1,3,5,Yes,Low,Medium
1357,5,4,2,Yes,High,High
1358,5,5,5,Yes,High,High
1359,2,2,1,Yes,Medium,Medium
1360,1,5,3,Yes,Low,High
1361,5,1,5,No,High,Low
1362,2,3,3,Yes,Medium,Medium
1363,3,5,5,Yes,Medium,High
1365,5,5,4,Yes,High,High
1366,3,2,3,Yes,Medium,Medium
1367,4,4,1,Yes,High,High
1368,5,3,5,Yes,High,Medium
1369,2,1,2,Yes,Medium,Low
1370,5,5,4,No,High,High
1371,1,2,5,Yes,Low,Medium
1372,3,4,2,No,Medium,High
1373,5,5,5,Yes,High,High
1374,3,2,3,Yes,Medium,Medium
1375,5,5,1,No,High,High
1376,2,3,5,Yes,Medium,Medium
1377,4,1,3,Yes,High,Low
1378,3,5,2,Yes,Medium,High
1379,1,3,2,Yes,Low,Medium
1380,5,2,4,No,High,Medium
1381,2,2,4,Yes,Medium,Medium
1382,4,4,3,Yes,High,High
1383,5,4,5,Yes,High,High
1384,2,3,3,No,Medium,Medium
1385,5,5,1,Yes,High,High
1386,3,3,5,Yes,Medium,Medium
1387,1,1,5,Yes,Low,Low
1388,5,5,2,Yes,High,High
1389,3,5,1,No,Medium,High
1390,2,2,5,Yes,Medium,Medium
1391,2,1,2,Yes,Medium,Low
1392,4,5,3,Yes,High,High
1398,5,3,4,Yes,High,Medium
1399,3,4,3,Yes,Medium,High
1400,4,5,2,Yes,High,High
1401,5,3,4,No,High,Medium
1402,2,5,1,Yes,Medium,High
1403,5,2,5,Yes,High,Medium
1404,1,4,3,Yes,Low,High
1405,3,3,2,Yes,Medium,Medium
1406,5,1,3,Yes,High,Low
1407,3,5,3,Yes,Medium,High
1408,5,3,4,Yes,High,Medium
1409,2,2,5,Yes,Medium,Medium
1410,4,5,3,No,High,High
1411,3,4,2,Yes,Medium,High
1412,1,5,1,No,Low,High
1413,5,4,5,Yes,High,High
1414,2,2,4,Yes,Medium,Medium
1415,4,5,4,No,High,High
1416,5,1,5,Yes,High,Low
1417,2,4,4,Yes,Medium,High
1418,5,5,1,Yes,High,High
1419,3,3,3,Yes,Medium,Medium
1420,1,5,5,No,Low,High
1421,5,4,4,Yes,High,High
1422,3,3,2,Yes,Medium,Medium
1423,2,3,4,Yes,Medium,Medium
1424,2,2,3,No,Medium,Medium
1425,4,5,4,Yes,High,High
1426,4,1,2,Yes,High,Low
1427,3,4,5,Yes,Medium,High
1428,5,5,4,Yes,High,High
1429,3,3,4,No,Medium,Medium
1430,1,2,5,Yes,Low,Medium
1431,5,5,1,Yes,High,High
1432,5,1,2,Yes,High,Low
1433,2,3,3,Yes,Medium,Medium
1434,1,5,4,No,Low,High
1435,5,4,3,Yes,High,High
1436,2,2,4,Yes,Medium,Medium
1437,3,3,2,Yes,Medium,Medium
1438,5,5,5,Yes,High,High
1439,3,3,3,Yes,Medium,Medium
1440,4,4,4,Yes,High,High
1441,5,5,5,No,High,High
1442,2,2,2,Yes,Medium,Medium
1443,5,5,5,Yes,High,High
1444,1,1,1,Yes,Low,Low
1445,3,3,3,Yes,Medium,Medium
1446,5,5,5,Yes,High,High
1447,3,3,3,Yes,Medium,Medium
1448,5,5,5,Yes,High,High
1449,2,2,2,Yes,Medium,Medium
1450,4,4,4,No,High,High
1451,3,3,3,Yes,Medium,Medium
1452,1,1,1,No,Low,Low
1453,5,5,5,Yes,High,High
1454,2,2,2,Yes,Medium,Medium
1455,4,4,4,No,High,High
1456,5,5,5,Yes,High,High
1457,2,2,2,Yes,Medium,Medium
1458,5,5,5,Yes,High,High
1459,3,3,3,Yes,Medium,Medium
1460,1,1,1,No,Low,Low
1461,5,5,5,Yes,High,High
1462,3,3,3,Yes,Medium,Medium
1463,2,2,2,Yes,Medium,Medium
1464,2,2,2,No,Medium,Medium
1465,4,4,4,Yes,High,High
1466,4,4,4,Yes,High,High
1467,3,3,3,Yes,Medium,Medium
1468,5,5,5,Yes,High,High
1469,3,3,3,No,Medium,Medium
1470,1,1,1,Yes,Low,Low
1471,5,5,5,Yes,High,High
1472,5,5,5,Yes,High,High
1473,2,2,2,Yes,Medium,Medium
1474,1,1,1,No,Low,Low
1475,5,5,5,Yes,High,High
1476,2,2,2,Yes,Medium,Medium
1477,3,3,3,Yes,Medium,Medium
1478,5,5,5,Yes,High,High
1479,3,3,3,Yes,Medium,Medium
1480,4,4,4,Yes,High,High
1481,5,5,5,No,High,High
1482,2,2,2,Yes,Medium,Medium
1483,5,5,5,Yes,High,High
1484,1,1,1,Yes,Low,Low
1485,3,3,3,Yes,Medium,Medium
1486,5,5,5,Yes,High,High
1487,3,3,3,Yes,Medium,Medium
1488,5,5,5,Yes,High,High
1489,2,2,2,Yes,Medium,Medium
1490,4,4,4,No,High,High
1491,3,3,3,Yes,Medium,Medium
1492,1,1,1,No,Low,Low
1493,5,5,5,Yes,High,High
1494,2,2,2,Yes,Medium,Medium
1495,4,4,4,No,High,High
1496,5,5,5,Yes,High,High
1497,2,2,2,Yes,Medium,Medium
1498,5,5,5,Yes,High,High
1499,3,3,3,Yes,Medium,Medium
1500,1,1,1,No,Low,Low
1501,5,5,5,Yes,High,High
1502,3,3,3,Yes,Medium,Medium
1503,2,2,2,Yes,Medium,Medium
1504,2,2,2,No,Medium,Medium
1505,4,4,4,Yes,High,High
1506,4,4,4,Yes,High,High
1507,3,3,3,Yes,Medium,Medium
1508,5,5,5,Yes,High,High
1509,3,3,3,No,Medium,Medium
1510,1,1,1,Yes,Low,Low
1511,5,5,5,Yes,High,High
1512,5,5,5,Yes,High,High
1513,2,2,2,Yes,Medium,Medium
1514,1,1,1,No,Low,Low
1515,5,5,5,Yes,High,High
1516,2,2,2,Yes,Medium,Medium
1517,3,3,3,Yes,Medium,Medium
1518,5,5,5,Yes,High,High
1519,3,3,3,Yes,Medium,Medium
1520,4,4,4,Yes,High,High
1521,5,5,5,No,High,High
1522,2,2,2,Yes,Medium,Medium
1523,5,5,5,Yes,High,High
1524,1,1,1,Yes,Low,Low
1525,3,3,3,Yes,Medium,Medium
1526,5,5,5,Yes,High,High
1527,3,3,3,Yes,Medium,Medium
1528,5,5,5,Yes,High,High
1529,2,2,2,Yes,Medium,Medium
1530,4,4,4,No,High,High
1531,3,3,3,Yes,Medium,Medium
1532,1,1,1,No,Low,Low
1533,5,5,5,Yes,High,High
1534,2,2,2,Yes,Medium,Medium
1535,4,4,4,No,High,High
1536,5,5,5,Yes,High,High
1537,2,2,2,Yes,Medium,Medium
1538,5,5,5,Yes,High,High
1539,3,3,3,Yes,Medium,Medium
1540,1,1,1,No,Low,Low
1541,5,5,5,Yes,High,High
1542,3,3,3,Yes,Medium,Medium
1543,2,2,2,Yes,Medium,Medium
1544,2,2,2,No,Medium,Medium
1545,4,4,4,Yes,High,High
1546,4,4,4,Yes,High,High
1547,3,3,3,Yes,Medium,Medium
1548,5,5,5,Yes,High,High
1549,3,3,3,No,Medium,Medium
1550,1,1,1,Yes,Low,Low
1551,5,5,5,Yes,High,High
1552,5,5,5,Yes,High,High
1553,2,2,2,Yes,Medium,Medium
1554,1,1,1,No,Low,Low
1555,5,5,5,Yes,High,High
1556,2,2,2,Yes,Medium,Medium
1557,3,3,3,Yes,Medium,Medium
1558,5,5,5,Yes,High,High
1559,3,3,3,Yes,Medium,Medium
1560,4,4,4,Yes,High,High
1561,5,5,5,No,High,High
1562,2,2,2,Yes,Medium,Medium
1563,5,5,5,Yes,High,High
1564,1,1,1,Yes,Low,Low
1565,3,3,3,Yes,Medium,Medium
1566,5,5,5,Yes,High,High
1567,3,3,3,Yes,Medium,Medium
1568,5,5,5,Yes,High,High
1569,2,2,2,Yes,Medium,Medium
1570,4,4,4,No,High,High
1571,3,3,3,Yes,Medium,Medium
1572,1,1,1,No,Low,Low
1573,5,5,5,Yes,High,High
1574,2,2,2,Yes,Medium,Medium
1575,4,4,4,No,High,High
1576,5,5,5,Yes,High,High
1577,2,2,2,Yes,Medium,Medium
1578,5,5,5,Yes,High,High
1579,3,3,3,Yes,Medium,Medium
1580,1,1,1,No,Low,Low
1581,5,5,5,Yes,High,High
1582,3,3,3,Yes,Medium,Medium
1583,2,2,2,Yes,Medium,Medium
1584,2,2,2,No,Medium,Medium
1585,4,4,4,Yes,High,High
1586,4,4,4,Yes,High,High
1587,3,3,3,Yes,Medium,Medium
1588,5,5,5,Yes,High,High
1589,3,3,3,No,Medium,Medium
1590,1,1,1,Yes,Low,Low
1591,5,5,5,Yes,High,High
1592,5,5,5,Yes,High,High
1593,2,2,2,Yes,Medium,Medium
1594,1,1,1,No,Low,Low
1595,5,5,5,Yes,High,High
1596,2,2,2,Yes,Medium,Medium
1597,3,3,3,Yes,Medium,Medium
1598,5,5,5,Yes,High,High
1599,3,3,3,Yes,Medium,Medium
1600,4,4,4,Yes,High,High
1601,5,5,5,No,High,High
1602,2,2,2,Yes,Medium,Medium
1603,5,5,5,yes,High,High
1604,1,1,1,no,Low,Low
1605,3,3,3,no,Medium,Medium
1606,5,5,5,yes,High,High
1607,3,3,3,no,Medium,Medium
1608,5,5,5,yes,High,High
1609,2,2,2,no,Medium,Medium
1610,4,4,4,yes,High,High
1611,3,3,3,no,Medium,Medium
1612,1,1,1,no,Low,Low
1613,5,5,5,yes,High,High
1614,2,2,2,no,Medium,Medium
1615,4,4,4,yes,High,High
1616,5,5,5,yes,High,High
1617,2,2,2,no,Medium,Medium
1618,5,5,5,yes,High,High
1619,3,3,3,no,Medium,Medium
1620,1,1,1,no,Low,Low
1621,5,5,5,yes,High,High
1622,3,3,3,no,Medium,Medium
1623,2,2,2,no,Medium,Medium
1624,2,2,2,no,Medium,Medium
1625,4,4,4,yes,High,High
1626,4,4,4,yes,High,High
1627,3,3,3,no,Medium,Medium
1628,5,5,5,yes,High,High
1629,3,3,3,no,Medium,Medium
1630,1,1,1,no,Low,Low
1631,5,5,5,yes,High,High
1632,5,5,5,yes,High,High
1633,2,2,2,no,Medium,Medium
1634,1,1,1,no,Low,Low
1635,5,5,5,yes,High,High
1636,2,2,2,no,Medium,Medium
1637,3,3,3,no,Medium,Medium
1638,5,5,5,yes,High,High
1639,3,3,3,no,Medium,Medium
1640,4,4,4,yes,High,High
1641,5,5,5,yes,High,High
1642,2,2,2,no,Medium,Medium
1643,5,5,5,yes,High,High
1644,1,1,1,no,Low,Low
1645,3,3,3,no,Medium,Medium
